workload	metric	unit	baseline_n	baseline_mean	baseline_min	baseline_max	baseline_sd	f2load_n	f2load_mean	f2load_min	f2load_max	f2load_sd	absolute_mean_difference	mean_difference_pct	percentage_point_difference	f2load_mean_in_baseline_range
D	compaction_read_bytes	bytes	10	175821550.4	0	760907900	242838427.4121882	9	238050028.66666666	0	820509628	354704349.456843	62228478.26666665	35.3929755056162		True
D	compaction_write_bytes	bytes	10	169315123.2	0	803868672	245317817.87610075	9	252192540.44444445	0	881631232	361872170.23441243	82877417.24444446	48.948620582785885		True
D	compaction_read_bytes_per_op	bytes/op	10	0.21874425094195568	0.0	0.9415549034100605	0.30067861277588553	9	0.29789227864214296	0.0	1.0304772083452383	0.44509178258375176	0.07914802770018728	36.18290645782019		True
D	compaction_write_bytes_per_op	bytes/op	10	0.21060314239312328	0.0	0.994714984322457	0.30354889154660825	9	0.31583449881991227	0.0	1.1072397687225348	0.4541137766413398	0.10523135642678899	49.966660150947995		True
D	flush_write_bytes_per_op	bytes/op	10	51.96799016034298	51.94543782749702	52.00212893931483	0.021334731508635244	9	51.98305115878802	51.93282864366022	52.008820908057736	0.03005788586344098	0.01506099844504405	0.028981298677455136		True
D	device_read_ios	I/Os	10	122058948.2	119931484	123537715	1002561.3050365659	9	121238015.77777778	118937288	124474590	1643105.685285169	-820932.4222222269	-0.6725704541358901		True
D	device_write_ios	I/Os	10	89691.7	82420	94761	3763.6724987407947	9	87511.66666666667	85325	89679	1290.2267242620578	-2180.0333333333256	-2.430585364457716		True
D	device_read_bytes	bytes	10	1013656288460.8	996153880576	1025658380288	8325838922.1082325	9	1006483607552	987361161216	1033349922816	13552876389.86183	-7172680908.800049	-0.7076048351351449		True
D	device_write_bytes	bytes	10	41876755251.2	41119588352	42877325312	484403853.04547304	9	41782989255.111115	40917020672	43209973760	697601418.2861153	-93765996.08888245	-0.2239094111432971		True
D	device_read_bytes_per_op	bytes/op	10	1265.3736169559043	1264.5232848802625	1266.567658140242	0.7332963531029125	9	1261.7320077265551	1259.376789071473	1264.9717715583336	1.9077280592065566	-3.6416092293491147	-0.28778924900534353		False
D	device_write_bytes_per_op	bytes/op	10	52.27509078354351	52.058291613396214	53.05682316167555	0.30482023869610686	9	52.37881173354304	52.055869636510515	53.164561796505126	0.4586238677509188	0.10372094999952708	0.19841371568154464		True
E	throughput_ops_sec	ops/s	10	106575.4	105414.0	107067.0	502.33835432129035	9	106290.66666666667	105622.0	107058.0	495.55625311360967	-284.73333333332266	-0.26716609398915736		True
E	avg_latency_us	us	10	450.3728	448.298	455.321	2.1363406303510897	9	451.576	448.337	454.424	2.1037519459289835	1.203200000000038	0.26715645349808526		True
E	data_cache_misses_per_op	misses/op	10	9.003960850063349	8.99446236668937	9.016811299344655	0.006184339527611157	9	8.993531160223416	8.950092156032097	9.032744467372622	0.02191562161730473	-0.010429689839932976	-0.11583446456078228		False
